"file.id"	"mean.entropy"	"mean.productivity"	"mean.Simpsons.D"	"mean.Yules.K"	"mean.Sichels.S"	"mean.Honores.H"	"p.range"	"p.entropy"	"p.std"	"i.abs.range"	"i.abs.mean"	"i.abs.std"	"i.mode"	"i.entropy"	"d.range"	"d.median"	"d.mode"	"d.entropy"	"d.eq.trans"	"d.half.trans"	"d.dotted.trans"	"len"	"glob.duration"	"note.dens"	"tonalness"	"tonal.clarity"	"tonal.spike"	"int.cont.grad.mean"	"int.cont.grad.std"	"int.cont.dir.change"	"step.cont.glob.var"	"step.cont.glob.dir"	"step.cont.loc.var"	"mode"	"h.contour"	"int.cont.glob.dir"	"int.contour.class"
"Berkowitz1"	0.848214548536568	0.67015873015873	0.0353314659197012	312.310405643739	0.083982683982684	188.536144511552	7	0.48370402971128	2.08470969028151	2	1.73913043478261	0.540823555863717	5	0.413134176129147	1.5	4	2	0.31824642334539	0.608695652173913	0.304347826086957	0	24	22	1.09090909090909	0.67585994049966	1.24945966113724	0.171086411618264	0.636363636363636	0.71606377954584	1	2.21147575161927	-0.0541623564140207	0.634920634920635	"major"	"convex"	"-1"	"cccc"
"Berkowitz10"	0.815056160473596	0.595595238095238	0.023023395593055	153.463718820862	0.0907692307692308	201.601852610582	9	0.552626385857251	2.6935870610417	2	1.71428571428571	0.560611910581388	5	0.423588085053772	1	2	1	0.1813632170484	0.666666666666667	0.285714285714286	0	22	12	1.83333333333333	0.861491489916995	1.33328887894635	0.17727395753074	0.666666666666667	1.21110219452863	1	2.91874223962018	-0.258058416553205	0.631578947368421	"major"	"convex"	"-1"	"dccc"
"Berkowitz100"	0.778489748241462	0.425952380952381	0.0391671041899875	338.827947845805	0.253729603729604	235.612377064756	13	0.616935638312193	3.3176884199112	7	2.38709677419355	1.40658971404454	7	0.613961947593569	0.75	1	1	0.247206405928983	0.67741935483871	0.32258064516129	0	32	15	2.13333333333333	0.834131561195965	1.03818990849568	0.190812606659057	1.72533333333333	3.09621953218742	0.6	3.19122207078805	-0.323732802975474	1.25423728813559	"major"	"horiz-desc"	"-1"	"cccc"
"Berkowitz101"	0.849450266696924	0.483928571428571	0.0252216185627996	241.379676870748	0.214203296703297	288.144354054688	17	0.64532407245198	3.92776317386436	12	3.05660377358491	2.71332250443297	5	0.733921867943707	0.625	2	2	0.307290992889151	0.566037735849057	0.226415094339623	0.0943396226415094	54	14.25	3.78947368421053	0.969092726639756	1.50954646958741	0.216478113993341	8.86541471048513	13.4098155762893	0.764705882352941	3.93926242608162	-0.302504855359412	2.53125	"major"	"convex"	"-1"	"edca"
"Berkowitz102"	0.764392157091775	0.198961186134074	0.0266511780651139	247.524786939647	0.401707551707552	345.842321314667	15	0.603255565943979	3.96216845087475	8	2.27272727272727	2.33729267806517	6	0.688351971504438	0.375	2	2	0.244210188014182	0.818181818181818	0.136363636363636	0	67	15	4.46666666666667	0.862408613154373	1.45674046598562	0.200591987460338	8.47722007722008	9.26922790426527	0.857142857142857	3.89999203694043	0.0620838348090645	2.17391304347826	"minor"	"convex"	"1"	"aaba"
"Berkowitz103"	0.867939496120819	0.532181152181152	0.0308007124721121	294.553555372736	0.194141414141414	238.736723352482	14	0.596966416844062	3.79569603339053	6	2.57575757575758	1.47966007562343	4	0.674519189953353	0.75	2	2	0.317242177278255	0.484848484848485	0.303030303030303	0.0909090909090909	34	15.5	2.19354838709677	0.741730843990993	1.26430815166457	0.172117253337841	2.77583205325141	3.67340402069409	0.571428571428571	3.68185483110835	-0.0314657575671089	1.39344262295082	"minor"	"convex"	"1"	"eccc"
"Berkowitz104"	0.908284360186838	0.748205741626794	0.0230534670008354	208.523514228154	0.0733333333333333	189.512092104402	15	0.643249551167939	3.5557465226494	11	2.70833333333333	2.54488688852026	7	0.583685177833157	0.75	1	1	0.324786807289215	0.5	0.208333333333333	0.0416666666666667	25	11	2.27272727272727	0.661789080871624	1.00819153770332	0.163179778914284	2.81818181818182	5.81345156266468	0.5	3.61730693427313	-0.342694698064329	0.928571428571429	"minor"	"descending"	"-1"	"cccb"
"Berkowitz105"	0.859215617793198	0.622578854803367	0.0246647330519266	224.770596683416	0.142530568846358	249.694304137236	14	0.659150426854758	4.00881381898612	11	3.02941176470588	2.75774714947971	7	0.672608614575779	0.5	2	2	0.209586808585321	0.764705882352941	0.117647058823529	0.0588235294117647	35	17	2.05882352941176	0.926286872014162	1.39096462467769	0.208914578339014	5	7.41565090927074	0.636363636363636	4.01906876688043	0.0847483770674037	1.58461538461538	"minor"	"concave"	"1"	"abdc"
"Berkowitz106"	0.902446691056538	0.67031746031746	0.0215407674540801	193.386558327035	0.175424575424575	196.831955840685	12	0.549012516937009	3.01654887239824	4	2.33333333333333	1.31656117720877	7	0.587740521467225	0.75	2	2	0.362290787001435	0.333333333333333	0.238095238095238	0.19047619047619	22	11	2	0.837378663693362	1.21308562811679	0.192319178915292	1.72727272727273	2.55099190876194	0.333333333333333	3.34231031643774	0.503911511526563	0.816666666666667	"major"	"convex"	"1"	"dccc"
"Berkowitz107"	0.778394049712375	0.533531746031746	0.0323126887321261	249.126039304611	0.148534798534799	217.469903534473	13	0.623315260746434	3.59486813709167	6	2.69230769230769	1.46339962468851	3	0.617812640330576	1.25	2	2	0.300957235165121	0.807692307692308	0.115384615384615	0	27	10.5	2.57142857142857	0.949330121051571	1.35788167937725	0.225827521160124	5.71428571428571	6.22605302448801	1	3.79192830075876	-0.216843058034623	1.11111111111111	"major"	"convex"	"1"	"ebea"
