94	la so fa mi do
83	so la so fa mi
76	mi fa so la so
62	so la ti do mi
61	le so fa me do
59	ti la so fa mi
55	fa so la ti do
54	do ti la so fa
54	fa so la so fa
49	do mi fa so la
48	mi do ti la so
48	la so fa mi mi
46	do do ti la so
45	so le so fa me
44	so fa mi do ti
43	ti do mi fa so
42	mi fa so la ti
42	so fa mi do mi
42	so la ti do do
41	so fa mi mi do
39	la so la ti do
38	do ti la so la
37	fa mi do ti do
37	do te le so fa
37	fa mi do ti la
36	mi do mi fa so
36	fa me do ti do
36	so fa mi do do
36	so fa mi mi fa
36	so fa mi fa so
35	mi mi fa so la
35	fa so le so fa
35	so fa mi do so
34	la so fa mi fa
34	te le so fa me
33	la ti do mi fa
33	mi fa so fa mi
32	so fa me do ti
31	do ti do mi fa
31	fa mi fa so la
30	fa mi mi fa so
29	so fa me me do
28	me fa so le so
27	so do ti la so
27	fa so fa mi do
26	so fa me fa so
26	do mi mi fa so
26	so fa mi fa mi
26	mi fa mi fa so
26	do me fa so le
25	so la ti do so
25	le so fa me me
25	do do do do do
25	do ti la ti do
24	so fa me do me
24	ti la so la ti
23	do do mi fa so
23	mi fa mi do ti
23	ti do mi fa mi
23	so so la ti do
23	me fa so fa me
23	fa so fa me do
23	fa mi fa mi do
23	la ti do ti do
22	so la ti do ti
22	fa mi do mi fa
22	le so fa me fa
22	do ti la so so
22	do ti do ti do
22	do mi fa mi do
22	mi do do ti do
22	do so la ti do
22	me do ti do so
21	so do te le so
21	mi do so mi do
21	me do ti do me
21	mi do ti do mi
20	do mi fa so mi
20	ti do me fa so
20	ti do ti la so
20	mi so fa mi do
20	so do mi fa so
20	fa le so fa me
20	mi fa mi do do
20	do mi fa so do
20	do mi so fa mi
20	do do ti do mi
19	do ti la so do
19	do do ti do do
19	fa mi do mi do
19	fa mi do do mi
19	so mi fa mi do
19	me do ti do do
19	so mi fa so la
19	do ti do so do
19	do do mi so do
19	do do me fa so
19	so so fa mi do
18	la ti do do mi
18	do ti do mi do
18	la ti do do ti
18	la ti do mi do
18	la so la so fa
18	so la ti do me
18	so fa me me fa
18	mi fa so mi do
18	so fa me do do
18	so le so fa so
18	so le te le so
17	so so fa mi fa
17	ti la so fi so
17	so fa so le so
17	so fa me do so
17	mi fa mi do mi
17	fa mi do mi so
17	do me so fa me
17	mi mi fa mi do
17	fa mi mi fa mi
17	do me do ti do
17	fa me me fa so
17	me me fa me do
17	so so la so fa
16	do mi fa so fa
16	do do ti do so
16	la ti do mi so
16	ti do do ti do
16	fa so la so mi
16	do mi do ti la
16	ti do do do do
16	do do do ti la
16	ti so la ti do
16	do ti do do mi
16	so fa so la so
16	so la so fa so
15	mi so la ti do
15	do le so fa me
15	do so mi fa so
15	fa mi mi do mi
15	ti do ti do ti
15	do mi fa so so
15	so fi so la so
15	do ti do do me
15	so la so la ti
15	do ti do so so
15	fa so la so la
15	me do do ti do
15	fa mi fa so fa
15	fa me me do do
15	fa mi do do ti
15	fa mi mi do do
15	mi do mi fa mi
15	ti do do ti la
14	do ti la so mi
14	do ti la so fi
14	mi fa so la fa
14	do do mi mi fa
14	mi do so so so
14	me fa me do ti
14	la ti do do do
14	mi so do ti la
14	ti la ti do do
14	la ti do ti la
14	so la so mi do
14	so mi do do ti
14	do do te le so
14	le so fa me so
14	do ti do me fa
14	fa so fa mi mi
14	mi do do ti la
14	do me fa so so
14	do mi so do mi
14	do do do mi so
13	so so so so so
13	le so fa mi fa
13	fa mi do so so
13	fa la so fa mi
13	do ti so fa mi
13	ti do mi mi fa
13	so fa mi do la
13	so mi do mi fa
13	mi do ti do so
13	do so do mi fa
13	ti la so la so
13	do mi so mi do
13	so so fa me do
13	do mi so do ti
13	te le so fa so
13	fa mi do ti so
13	ti do so do mi
13	fa mi do so do
13	le so fa so le
13	me do me fa so
13	so do me so fa
13	mi fa so mi fa
13	me me do ti do
13	do me fa so fa
13	so fa so fa mi
13	do me fa me do
13	me fa me do do
13	so me do ti do
12	la so so fa mi
12	mi do ti do do
12	do ti do do do
12	so mi do so mi
12	me do te le so
12	do do ti la ti
12	le so le so fa
12	fa me fa so le
12	mi fa so fi so
12	la so fa mi so
12	la do ti la so
12	so so fa mi mi
12	do mi fa mi mi
12	so le so fa mi
12	do do so me do
12	la ti do so so
12	la so fa so la
12	so do me fa so
12	fa so fa mi fa
12	me fa so me do
12	mi mi fa so do
12	so do ti do mi
12	do me fa so me
12	do mi so so so
12	mi do mi so do
12	do la so fa mi
12	fa le so me do
12	so do do ti la
12	fa me do me do
12	la la so fa mi
12	mi do do mi so
12	la so fa so fa
12	so fa mi do fa
12	ti do do mi so
12	ti do ti do mi
12	so fa me fa me
12	do mi do mi fa
11	ti do mi do ti
11	le te le so fa
11	fa me me do so
11	la so fi so la
11	la ti do so mi
11	mi mi do ti la
11	fa so so fa mi
11	fa me do do ti
11	fa fa mi do ti
11	ti do mi do so
11	me me me fa me
11	mi so fa mi mi
11	so so le so fa
11	me me fa so le
11	mi do so fa mi
11	le so fa so fa
11	do do me me fa
11	mi fa so do mi
11	fa mi so mi do
11	so fa me do te
11	mi do so la ti
11	do so mi do ti
11	ti do so mi do
11	fa mi do la so
11	do ti do fa mi
11	la ti do do so
11	so do do ti do
11	so mi do so so
11	so la ti do la
11	mi do do mi do
11	ti la so mi do
11	ti do mi do mi
11	ti do do mi mi
11	mi fa so so la
11	fa me me do ti
11	so so so fa mi
11	fa mi do so mi
11	me fa me me do
11	mi mi mi fa so
11	so fa mi mi so
10	mi so do mi fa
10	mi mi fa so so
10	ti do mi so la
10	le so fa mi do
10	fa mi do do do
10	so fa mi mi mi
10	ti do so la ti
10	fa me do te le
10	do ti do do so
10	la so mi fa mi
10	do so le so fa
10	do so do ti do
10	so fi so me do
10	mi fa ti do mi
10	do mi so la ti
10	do ti do mi mi
10	mi fa mi mi fa
10	do ti do me do
10	do so me do do
10	la si la ti do
10	mi fa so do do
10	so so so la ti
10	so mi so fa mi
10	do ti do do ti
10	le le so fa me
10	so mi do mi do
10	do mi do mi do
10	do so do mi so
10	me so fa me do
10	do do mi so fa
10	mi fa mi mi do
10	mi mi fa mi fa
10	mi so do ti do
10	mi fa mi do so
10	do mi do do mi
10	so fa mi so mi
10	so do ti do do
10	mi do la so fa
10	fa mi mi do so
10	do so mi do so
10	fa mi fa mi mi
10	me fa so le te
10	do do mi so so
10	fa mi do so la
10	mi do ti la ti
10	so fa mi fa la
10	mi do la so mi
9	ti la so so fa
9	mi do mi do mi
9	ti la so do ti
9	so mi so la so
9	do mi mi fa mi
9	ti do ti do do
9	fa me so fa me
9	fa me do me fa
9	la so mi do mi
9	so mi do ti do
9	fi so la ti do
9	so fa mi so do
9	do so so me do
9	so do mi fa mi
9	so la te la so
9	mi so do mi so
9	do so do so do
9	me do le so fa
9	me fa so so le
9	so mi do mi so
9	do so so fa me
9	so fa mi di mi
9	fa mi mi mi fa
9	mi so fa mi fa
9	so do la do so
9	do me me fa so
9	mi do mi so la
9	so la do la so
9	so fa me so fa
9	ti do do mi fa
9	fa mi mi do ti
9	mi fa so do so
9	fa do ti la so
9	do so fa me do
9	do ti do ti la
9	do so mi do mi
9	me fa me fa so
9	la so do ti la
9	do so mi do do
8	fa so la fa mi
8	le so do me so
8	mi mi fa so mi
8	so mi fa mi fa
8	mi fa so so fa
8	fa mi so fa mi
8	so me me me fa
8	fa so le so le
8	do ti do so mi
8	me do so me do
8	me fa me do me
8	fa so mi do so
8	fa me do do do
8	fi so fa mi do
8	fa mi do do so
8	do do do do mi
8	la so mi so fa
8	mi do do do do
8	so do mi so mi
8	la so mi do so
8	do do ti do me
8	do so me do ti
8	fa ti do mi fa
8	mi do ti la do
8	me so do te le
8	so so me do do
8	te le so fa mi
8	so do me do ti
8	fa mi fa fi so
8	do ti la si la
8	do so fa mi do
8	fa me do me so
8	mi mi fa so fa
8	do do so do mi
8	so do do so so
8	fa mi fa so le
8	mi do mi do do
8	si la ti do ti
8	mi do mi do la
8	do mi so do do
8	do ti la ti so
8	le so fa le so
8	do so fa mi so
8	do mi fa mi fa
8	do do do do ti
8	fa me fa so so
8	do so mi so do
8	so mi do ti la
8	do mi do ti do
8	fa so mi fa so
8	fa mi di mi fa
8	fa so fa me me
8	la ti do me fa
8	do me do so do
8	do me fa so do
8	ti do do me fa
8	fa so la so do
8	la ti do so do
8	so le so le te
8	so so do mi fa
8	me do do mi so
8	so la so mi fa
8	mi do ti do ti
8	do mi fa fi so
8	so te la so fa
8	so me do do ti
8	mi fa mi do la
8	do do mi do mi
8	mi do mi do ti
8	me so fa me me
8	la ti do mi mi
8	mi do mi do so
8	do mi fa la so
8	fa me fa so fa
8	mi mi fa mi mi
8	fa me fa me do
8	le so so fa me
8	so mi do so do
8	so fa le so fa
8	so fa so fa me
8	do do me so do
8	do me me fa me
7	mi do so la do
7	so me fa me do
7	so te le so fa
7	fa mi mi so do
7	me do so ti do
7	fa mi so mi fa
7	do ti do mi so
7	do ti do so la
7	ti fa mi do ti
7	fa so fa so le
7	ti la ti do mi
7	fa fa so fa mi
7	la so fi so do
7	mi fa do ti la
7	la so mi fa so
7	do so do do ti
7	fa so le te le
7	mi do mi so fa
7	la so mi do ti
7	do me fa me me
7	so fa me do fa
7	do so ti do do
7	do so do me fa
7	ti do so do do
7	mi fa so le te
7	mi fa do mi so
7	fa mi do do me
7	so do mi so fa
7	fa me do do me
7	ti do me do ti
7	la so fa mi di
7	me do do so me
7	do la do so do
7	fa so mi do do
7	do fa mi do mi
7	mi do do mi fa
7	le fa do ti so
7	la ti do la ti
7	so ti fa le so
7	la te la so fi
7	do so me me me
7	do so do do do
7	fa me do ti so
7	la ti do do me
7	mi mi do do ti
7	me do me do me
7	mi do ti so fa
7	te do te le so
7	so so mi do so
7	mi fa mi mi mi
7	ti so so fa mi
7	me do ti so do
7	ti do me so do
7	fa me me do me
7	so do do do do
7	so mi fa so do
7	ti do la so la
7	so la so fi mi
7	so fi so fi so
7	me do me do so
7	mi fa fi so mi
7	so so fa me me
7	me do so do me
7	fa me me fa me
7	ti do fa mi do
7	fa mi fa so mi
7	so me do me fa
7	ti do mi so do
7	do mi do do ti
7	ti so fa mi mi
7	mi so do do ti
7	do mi do so mi
7	mi so mi do so
7	mi mi do ti do
7	so fa mi so fa
7	mi fa so le so
7	so do mi fa la
7	so fi so la ti
7	do la so mi so
7	so do do do ti
7	do mi so mi fa
7	mi do so do so
7	mi la so fa mi
7	la so mi do do
7	so la so do mi
7	fi so mi fa mi
7	do ti la so ti
7	do mi fa mi so
7	mi do ti so so
7	ti do mi so mi
7	le so le te le
7	le so la ti do
7	ti do so so do
7	fa so do do ti
7	do me fa le so
7	mi mi do mi fa
7	la ti do me do
7	so mi do do so
7	so do mi so so
7	do mi fa so fi
7	mi fa la so fa
6	mi la si la ti
6	do so la so fa
6	fi la so fa mi
6	do do do te le
6	so do ti do so
6	fa so le fa me
6	la fa mi fa so
6	la ti do la so
6	so mi do so fa
6	do do so me me
6	so so la la ti
6	fa so so so la
6	fa mi so do ti
6	ti la so do mi
6	do ti do me so
6	te la so fi so
6	fa me fa so do
6	so so mi mi fa
6	do do do do la
6	so do mi mi fa
6	la do ti la ti
6	so do so do me
6	do me so do me
6	fa so le te ti
6	so mi do ti so
6	mi mi do mi so
6	mi mi so fa mi
6	so mi so do ti
6	le so fa so me
6	so la do ti la
6	so do do mi so
6	do so mi so la
6	do so fa mi fa
6	te le so le so
6	so so do ti do
6	ti do do do so
6	so la fa mi fa
6	fa so le so do
6	do la ti do mi
6	ti do me fa me
6	do mi so la so
6	fi so fi so la
6	so do so fa mi
6	mi mi do mi do
6	mi do mi so so
6	me do do me fa
6	do ti la do ti
6	mi mi do do mi
6	me do fa ti do
6	do mi do mi so
6	do so do te le
6	mi do so fi so
6	mi fa so do ti
6	mi so so fa mi
6	mi fa la so mi
6	so fi so mi fa
6	la so do mi fa
6	le so fa so do
6	me so te le so
6	fa so fa me fa
6	do do do do so
6	mi do mi mi fa
6	so fa mi fa ti
6	me fa so fa so
6	mi so mi fa mi
6	do te le so fi
6	ti do mi mi mi
6	ti do do do mi
6	do ti so do me
6	fa mi fa la la
6	ti do do mi do
6	mi so mi do mi
6	me fa so le le
6	ti do so fi so
6	mi fa so so so
6	do do mi do do
6	ti do do so so
6	mi so mi do do
6	me so fa me fa
6	so fa me do le
6	mi fa so so mi
6	fa me do ty do
6	fa so mi so la
6	do fa fa mi do
6	ti do so me do
6	fa so so mi fa
6	ti do fa mi fa
6	fa fi so mi do
6	le so do me do
6	fa me do so do
6	te le so fa le
6	la so fi so fa
6	mi do ti so la
6	fa ti so le so
6	so le so do me
6	la so mi fa do
6	do so do me do
6	mi do do so mi
6	mi fa so mi so
6	fa so mi fa mi
6	mi do do me do
6	so so fa me fa
6	fa mi do mi mi
6	fa so do so fa
6	fa so la so so
6	do mi do mi mi
6	fa mi fa so do
6	so do ti do fa
6	do me so do te
6	do fa mi fa mi
6	do so fi so mi
6	me do me fa me
6	do te le so le
6	so la ti so la
6	me do so so fa
6	fa so so le fa
6	si la ti do la
6	ti do do me so
6	so mi do la so
6	do te le so do
6	do ti so so fa
6	do fa la so fa
6	ti ti la ti do
6	ti do so so fa
6	so so so do so
6	do ti do me me
6	do do la ti do
6	la ti so la ti
6	do do mi so mi
6	so me do fa ti
6	ti do do so mi
6	mi so so so mi
6	mi do do mi mi
6	do mi so la do
6	do do mi do ti
6	do me so do do
6	so mi mi fa so
5	me me do so so
5	so mi fa do do
5	mi do ti do la
5	so fa fa mi mi
5	la ti la so mi
5	me fa so le fa
5	so mi fa ti so
5	ti la so so la
5	do mi so la fa
5	do do so do so
5	do ti so so la
5	te do me fa so
5	so mi do do do
5	so fa mi fa le
5	fa do mi so so
5	do so fa mi mi
5	me me fa so do
5	fa so mi do fa
5	mi fa so do fa
5	fa le so fa mi
5	mi do fa mi do
5	le fa me do ti
5	le so me fa me
5	so so fi so so
5	fa fa so la ti
5	la fa so mi do
5	so do me fa me
5	te la so fa mi
5	so fi so so le
5	do mi so so fa
5	me fa le so me
5	so ti do so do
5	do fa do ti do
5	do so me ti do
5	so fa me do ty
5	so so so la so
5	do so ti do so
5	di mi so te la
5	me le so fa me
5	fa so me do fa
5	mi fa so la do
5	fa la la so fa
5	fa la so do do
5	so la ti la so
5	mi di mi fa so
5	ti do te le so
5	te la so fa so
5	mi do do so me
5	so fa me so do
5	fa mi fa ti do
5	so so la fa mi
5	do me do le so
5	fa so do mi so
5	do me me do ti
5	le te le so me
5	do do le so fa
5	do do do ti do
5	me me fa so la
5	do do ti so so
5	fa mi mi fa fa
5	di mi fa ti do
5	so la fa so mi
5	do la so la ti
5	do mi do la so
5	mi fa mi mi so
5	le so me do ti
5	mi do do so so
5	la so do mi do
5	ti so fa mi do
5	me do ti do ti
5	do mi la fi so
5	te la di mi so
5	so fa fa so la
5	fa mi fa so so
5	me so le so fa
5	so me do ti so
5	me do ti la ti
5	do so so so la
5	do so mi mi do
5	mi mi fi so la
5	do so so la ti
5	ti do do me me
5	me ti do le so
5	le fa me fa so
5	do ti la do fa
5	so me do te le
5	me do so do so
5	do ti do so fa
5	so do fa me do
5	do so so fa mi
5	do do me so fa
5	me do do ti so
5	so mi mi do ti
5	te le so me fa
5	do ti so so so
5	do do do mi do
5	me me fa me fa
5	mi do so do mi
5	mi mi so do mi
5	so fa me le so
5	do so fa me fa
5	fa la so mi fa
5	so me do le so
5	do ti do ti so
5	do me do me do
5	so le fa me fa
5	do so so la so
5	mi do so do ti
5	ti do ti do so
5	do fa mi do ti
5	la la la so fa
5	ti so fa mi so
5	fa ti do me fa
5	me fa le so fa
5	fa do ti do mi
5	mi mi fa fi so
5	do so do ti la
5	ti so fa mi fa
5	do do do so me
5	so me ti do le
5	le so me do fa
5	so ti fa la so
5	so fa mi so la
5	do do so do do
5	fa mi mi do la
5	te le so do le
5	mi so fa mi so
5	fa mi do la ti
5	so me do do do
5	me fa so so so
5	mi di mi fa mi
5	fa mi do la fa
5	so mi do la do
5	so do fi so mi
5	ti do do me do
5	fa me fa me me
5	do do do la so
5	mi fa so fa so
5	do ti do so me
5	me fa me me fa
5	mi mi mi fa mi
5	so fa mi fa fi
5	so fi so fa mi
5	do le so fa so
5	la so fi mi mi
5	mi fa mi fa mi
5	so do mi so do
5	me me do do mi
5	so do mi do do
5	so mi do do la
5	mi do do do so
5	so me do le fa
5	so fi so si la
5	me fa me do so
5	mi fi si la ti
5	so do mi so la
5	mi so la so mi
5	me me fa so fa
5	do fa le so fa
5	so so so mi fa
5	so do le do so
5	mi fa ti do so
5	me fa so la ti
5	fa mi fa la so
5	so do do di mi
5	le so fi so me
5	so ti fa mi do
5	fa la so mi so
5	mi so la do mi
5	le so me fa so
5	do do so fa mi
5	so mi fa so mi
5	le te le so so
5	me do do me do
5	me me fa me me
5	mi mi fa fa mi
5	so fi la so fa
5	fa la so mi do
5	do do do so do
5	so la so la so
5	la ti do fa mi
5	so fi mi mi fi
5	mi do do do mi
5	fa so mi do mi
5	so si la ti do
5	ti do so so la
5	la fa so fa mi
5	le so fa mi mi
5	so do do me so
5	mi do so mi mi
5	mi fa fi so do
5	so do so do mi
5	do so so so so
5	me fa so do so
5	mi do ti la si
5	ti la so so so
5	do do me do ti
5	so la fa mi do
